text,intent
Who shall express all executive action of the Government of a State?,1
What was the Supreme Court's ruling on the effect of setting aside the ex parte decree?,1
Explain the law about marriage.,1
Latest supreme court judgment on alimony.,1
What might be the implications of this judgment for future insurance disputes involving exclusion clauses?,1
What argument did Srilekha Sentilkumar present for her discharge from the case?,0
What was the argument made by GPSK Capital Private Limited regarding the fee exemption?,1
How did the court reconcile the Right to Information Act with the Official Secrets Act in this case?,0
What is required for a resolution to be passed by either House of Parliament?,1
What was the background of the criminal case against T. Gangi Reddy?,0
Who were the plaintiffs in the original suit for partition and separate possession?,1
What was the Supreme Court's view on re-appreciating evidence in this criminal case?,0
What was the prosecution's argument in the Supreme Court regarding the High Court's decision?,0
What was the role of independent witness PW13 in the case of Jayan vs. State of Kerala?,0
What impact does the Supreme Court's judgment have on the arbitrability of landlord-tenant disputes?,1
What actions did the Supreme Court take regarding A.G. Perarivalan's death sentence?,0
What was the primary legal issue in the case of Maharashtra State Electricity Distribution Company Limited vs. Ratnagiri Gas and Power Private Limited & Ors.?,2
What was the result of the Directorate of Revenue Intelligence's investigation into M/S Ganpati Overseas?,0
What is the meaning of 'borrow' in this context?,1
What was the prosecution's case regarding the motive for the murder?,0
What is the corporate name of each District Council and each Regional Council?,1
What was the primary legal issue in the case of Shazia Aman Khan vs. The State of Orissa and Others?,0
What impact could the Supreme Court's decision have on similar future disputes?,1
What does the expression 'law in force' in the article refer to when discussing laws passed or made by a Legislature or other competent authority in the territory of India before the commencement of this Constitution?,1
What is the Central Bureau responsible for?,1
How might IITs modify their admission processes following this judgment?,0
Who is the Council of Ministers responsible to in the State?,1
Can the salary of a Comptroller and Auditor-General be varied to his disadvantage after his appointment?,2
"What are the specific powers of a civil court that the Commission possesses during an investigation, including any additional powers determined by the President?",1
How did the Supreme Court view the evidence of common intention in this case?,0
Does article 13 apply to any amendment made under this article?,1
What was the Supreme Court's view on the credibility of the key prosecution witnesses in the case of Ravi Mandal vs The State of Uttarakhand?,1
"Which Schedule includes programs such as family welfare, women and child development, social welfare, including welfare of the handicapped and mentally retarded, and welfare of the weaker sections, particularly of the Scheduled Castes?",1
What are the different ways a Governor can modify an autonomous district?,1
Why did the High Court cancel the bail granted to M. Ravindran by the Trial Court?,0
hey,3
What did the Supreme Court decide regarding the criminal proceedings against Govind Prasad Kejriwal?,1
What was the main legal issue in the case involving Ebha Arjun Jadeja?,0
What was the decision of the High Court regarding Ramvir's conviction?,0
What could be the potential outcome if the renewal application is considered on its merits?,1
what's your name?,3
What does the law say about the State's ability to acquire any estate or any rights therein or the extinguishment or modification of any such rights?,1
What was the Supreme Court's view on the differentiation between extortionists and taxpayers under threat in the case of Kekhriesatuo Tep vs. National Investigation Agency?,1
Which chapter of the Constitution of India covers Public Service Commissions?,1
How did the Supreme Court address the grounds given by the Magistrate for rejecting the application under Section 205 Cr.P.C.?,0
What mitigating factors did the appellant present against the death sentence?,0
What role did Shiv Shankar Prasad Singh play in the alleged misappropriation?,0
What were the key arguments presented by Tamil Nadu's counsel in the Supreme Court?,1
What was the Supreme Court's decision in this appeal?,1
How long has the appellant already been incarcerated in the Abdul Ansar v. State of Kerala case?,1
What powers does the President have according to this text?,2
Help me with GST laws.,2
Who has the power to decide the duration of a Minister's term in office?,1
What can the Parliament do to the Constitution in accordance with the procedure laid down in the Constitution's article?,1
What was the Supreme Court's conclusion regarding the involvement of the accused in the custodial death of the deceased?,0
In relation to which areas can the District Council or its officers be entrusted with functions by the Governor?,1
What direction did the Supreme Court give regarding the potential future involvement of the appellant in the case?,0
"What are the requirements for an Act of Parliament or of the Legislature of a State to be regarded as valid, even if some recommendation or previous sanction required by the Constitution was not given?",1
Why did the Supreme Court find the High Court's decision to convict N. Vijayakumar erroneous?,1
What does the constitution of India say about carriage of passengers and goods?,1
"What was the decision of the Customs, Excise & Service Tax Appellate Tribunal (CESTAT) regarding the service tax demand?",0
What is the purpose of the Commission appointed by the President?,2
What was the main legal issue in the case of State of Madhya Pradesh vs. Sabal Singh (Dead) by LRS. & Ors.?,1
What was the Supreme Court's directive regarding the investigation of the FIRs against Mohammed Zubair?,0
What specific instruction did the Supreme Court give to the High Court regarding the number of vacancies?,1
What was the outcome of the trial court's decision for all accused in this case?,0
What were the charges against Dashrath Sahu in this case?,0
What provisions can the Parliament make regarding the President's functions?,1
What was the Supreme Court's decision regarding the appointment of judges for less than two years?,1
What was the main issue in the case of 'State of Haryana & Anr. vs. Subhash Chander & Ors.'?,1
What was the High Court's reasoning for quashing the FIR?,0
What is required for an Act of the Legislature of the State of Assam to apply to any autonomous district or autonomous region in that State?,1
What is the rule regarding payment of taxes for promotion of any particular religion?,1
What are the requirements for a citizen of India to be eligible for election as a member of the House of the People?,1
What was the primary legal issue in the case 'Kalinga @ Kushal vs. State of Karnataka By Police Inspector Hubli'?,0
What was the Supreme Court's observation on the State's authority over the retirement age of university teachers?,1
What was the initial decision of the High Court regarding Sandeep Kumar's anticipatory bail application?,0
"Under what circumstances can the President remove from office the Chairman or any other member of a Public Service Commission, disregarding clause (1)?",2
What was the final outcome of the appeal filed by the State of Haryana?,1
Under what conditions can the Governor dissolve a District or a Regional Council?,1
Why did the Life Insurance Corporation reject Sunita's claim for the Accident benefit?,0
What procedural issues did the court identify in the case of Dattatraya @ Datta Ambo Rokade?,0
What was the Supreme Court's final decision in the case of Sagar vs. State of U.P. & Another?,1
What was the final ruling of the Supreme Court on the custody of Sumaiya Khanam?,1
What did the Supreme Court clarify regarding the nature of excise duty?,1
What provisions apply in case of a co-operative society carrying on the business of banking?,2
What did the High Court of Madras decide regarding Manimaran's conviction?,0
Who needs to give a recommendation for a demand for a grant to be made?,1
What legal principle did the Supreme Court highlight regarding the interpretation of the limitation period in the case Shakti Bhog Food Industries Ltd. vs. The Central Bank of India & Anr.?,1
What was the main legal issue addressed in the case 'The State of Arunachal Pradesh vs. Ramchandra Rabidas @ Ratan Rabidas & Anr.'?,0
Which court is deemed to be the High Court for the State of Sikkim on and from the appointed day?,1
What does sub-clause (c) of the clause allow the state to do?,1
What is included in the Defence of India part of the Union List?,1
What is the temporary power given to Parliament under section 369?,1
What other conditions were imposed on Bikash Manna by the Supreme Court for his bail?,0
What was the Supreme Court's view on whether giving a voice sample is protected under Article 20(3) of the Constitution?,1
What does the ratio between the number of seats allotted to a State in the House of the People and the population of the State represent?,1
What is a 'Part' in the context of the Constitution?,1
What did Pooja Rani state in her dying declaration?,1
What actions can Parliament take with respect to a law made by the Legislative Assembly at any time?,1
Under which article of the Constitution are the Scheduled Tribes deemed for its purposes?,1
Who has the authority to direct the appointment of officers and servants in a High Court?,1
What is the West Bengal Act 23 of 1989 known as?,1
Under which clause and article is a 'Proclamation of Emergency' issued?,1
Why did the appellant file a revision application before the High Court?,1
What does 'Pushtaini' and 'Gair-pushtaini' mean in the context of this case?,1
What did Shahin Parveen's dying declaration reveal?,1
What role does The Comptroller and Auditor-General play for the District and Regional Councils?,1
What territories are included in Kerala according to the text?,1
What did the Supreme Court emphasize regarding the misuse of legal provisions?,0
What were the appellants Anuj Singh and Manoj Singh convicted of by the Trial Court?,0
What is the form of oath or affirmation to be made by a member of the Legislature of a State in India?,1
thanks?,3
"Why did the workman, U.P. Singh, not report for duty after his transfer?",0
What was the main issue in the case of Anjum Ara vs The State of Bihar?,1
What action did Hindustan Petroleum Corporation Limited (HPCL) take on 4th December 2017?,1
What was the Supreme Court's final decision in 'National Alliance for People’s Movements & Ors. vs. The State of Maharashtra & Ors.'?,1
What was the main issue in the case of Nishan Singh & Ors. Vs. Oriental Insurance Company Ltd. & Ors.?,0
What relief did Chandran seek in the original suit filed in 2008?,1
What was the main issue in the case Vishram Varu & Co. vs. Union of India?,1
What was the primary legal issue in the case of Karnataka State Pollution Control Board vs. B. Heera Naik & Ors.?,1
What was the decision of the High Court of Madras regarding the termination of Capt. Paul Nadar Bennet Singh?,1
What directions did the Supreme Court give regarding the trial of the complaints filed by Dr. Lakshman?,1
What is an act listed in the Ninth Schedule of the Indian Constitution and is a regional law specific to the state of Bihar?,1
What was the compensation awarded to adjacent land growing arecanut trees?,1
How did the Supreme Court modify the High Court's order regarding the enhanced compensation amount?,1
What was the primary legal issue in the case of Nadakerappa vs. Pillamma?,1
What serious allegation did the appellant make regarding the filing of the Civil Writ Petition?,0
What was the primary issue in the case of State of Punjab vs Rakesh Kumar?,0
"According to the constitution, who receives a monthly emolument of 5,500 rupees?",1
What was the High Court's ruling on the matter of qualification relaxation for Mamta Rohit?,1
Who is vested with the executive power of the Union and how is it exercised?,1
What was the claim of the original plaintiff regarding the ownership of the schedule property?,1
What was the High Court's ruling on Nazim's writ petition under Article 227 of the Constitution?,1
What was the final outcome of the appeal in the case of Vinod @ Sai D. Ghogale vs The State of Maharashtra?,1
What argument did the State of Maharashtra present regarding the delay in declaring the awards?,1
What does the expiration of the five year period result in for the Assembly?,1
Who are the members or member of the Legislative Assembly of Nagaland elected by the regional council established under this article referred to in articles 54 and 55 and clause (4) of article 80?,1
What was the Supreme Court's view on the High Court's exercise of revisional jurisdiction?,1
What was the decision of the First Appellate Court regarding the Trial Court's decree?,0
What was the High Court's decision regarding the appointment of an arbitrator?,1
What is the procedure after bail?,0
What was the appellant's registration status for the mark 'MALABAR'?,0
"How many times had the respondents been issued summons, and how many times did they appear for interrogation?",0
What were the reasons given by the Supreme Court for setting aside the conviction of Ashoksinh Jayendrasinh?,0
"Why did the trial court decide to summon Ramesh Gandhi, Kalu Jakhar, and Pawan as additional accused in the case of Sandeep Kumar vs. The State of Haryana & Anr.?",0
What was Dr. Nazrul Islam's contention regarding the disciplinary proceedings?,0
Which provisions of the Constitution apply in relation to that State?,1
What was the agreement between the appellant and respondent no. 3 regarding the sale of land?,1
"Why did the Municipal Council Gondia cancel the work order with Divi Works & Suppliers, HUF & Ors.?",2
How did the courts view the evidence of the accused being last seen near the crime scene?,0
What was the outcome of the High Court's decision regarding B.A. Srinivasan?,0
What argument did the West Bengal State Election Commission present against the High Court's decision?,1
Can an officer or member of the Legislature of a State be subject to the jurisdiction of any court in respect of the exercise of their powers?,1
What were the charges against the appellants in this case?,0
Who approves the rules made by the Supreme Court for regulating the practice and procedure of the Court?,1
What did the Supreme Court conclude regarding the eligibility of Rakesh Bakshi & Anr.?,1
"How did the Supreme Court interpret Section 14(4) of the Waqf Act, 1995, in this case?",1
Which Scheduled Tribes are not included in the seat reservations in the Legislative Assemblies of the States?,1
Can I get a lawyer for salary?,2
On what grounds did the appellants challenge the validity of the exemption certificate issued by the Collector?,1
Which Act specifies the territories of Nagaland in its sub-section (1) of section 3?,1
What led to the registration of the case against Sandeep Kumar?,0
Why did the local residents oppose the Solid Waste Disposal Project in the case?,2
What was the initial decision of the Trial Court regarding the plaintiff's claim of adverse possession?,1
To whom should a Judge of the Supreme Court address his resignation letter?,1
What were the specific benefits ordered by the High Court to be extended to the casual workers?,2
What does the National Commission for Scheduled Castes do to ensure the protection and development of Scheduled Castes under the Constitution and other laws?,1
What did the Trial Court decide regarding M. Ravindran's bail application?,0
What was the Supreme Court's decision regarding the bail applications of the accused?,0
What alternative benefits were provided to Manju Naik?,2
What is the term for violations related to the items listed here?,1
What was the main legal issue in the case of P. Nazeer Etc. vs Salafi Trust & Anr. Etc.?,1
What is the Uttar Pradesh Act 34 of 1974?,1
Is it possible for a direction given by the Governor under clause (a) of sub-paragraph (1) to have retrospective effect?,1
What was the High Court's decision regarding Arnab Goswami's interim bail?,0
What did the Supreme Court decide regarding the compromise between the parties?,1
Which act is referred to as the Maharashtra Agricultural Lands (Lowering of Ceiling on Holdings) and (Amendment) Act?,1
What deficiencies were pointed out by the Medical Council of India (MCI) in the inspection of the colleges?,2
What did the learned Single Judge of the High Court decide regarding the respondents' writ petition?,1
What was the result of the Supreme Court's decision on the appeal filed by Dhanraj N Asawani?,1
What is the primary legal issue addressed in this case?,2
What is the distinction between Sections 326A and 326B of the IPC?,0
What does the constitution of India stipulate about special addresses by the President?,1
What was the primary legal issue in the case of Dr. Ashok Sinha vs. The State of Tripura & Ors.?,1
What was the decision of the National Company Law Tribunal (NCLT) regarding the limitation period for the application under Section 7 of the IBC?,1
How did the first appellate court rule on the case?,1
Predictive: How might this judgment affect future cases involving ancestral property disputes?,1
What was the primary legal issue in the case of Employees State Insurance Corporation vs M/s Texmo Industries?,2
How did the courts view the presence of Pooja Rani's family members at the hospital?,1
How did the High Court rule on the Union of India's appeal against the arbitrator's award?,1
What was the Supreme Court's final decision regarding the confiscation order?,1
What impact does this judgment have on future cases involving the NDPS Act?,0
What legal provision allowed Sanjay Patel to raise the claim of juvenility after his conviction in the case of Sanjay Patel & Anr. vs The State of Uttar Pradesh?,0
What act is the Central Act 31 of 1976?,1
What evidence did Hari Shankar Aggarwal present to support his defense?,0
What was the occupation of the appellants in this case?,0
How did the Supreme Court address the issue of the 'final and binding' nature of the arbitrator's decision?,1
What was the argument presented by Mayank N Shah's defense in the Supreme Court?,1
What is the Goods and Services Tax Council responsible for?,2
How did the Supreme Court address the issue of compound interest under Section 5 of the 1993 Act?,1
What happens to legal proceedings at the commencement of this Constitution where the Dominion of India is a party?,1
"What was the main issue in the case between The Commissioner of Central Excise, Vadodara-II and Gujarat Narmada Valley Fertilizers Co. Ltd.?",1
Which sections of the IPC and Arms Act were the accused charged under?,0
What was the Supreme Court's finding regarding the evidence against Parvati Devi?,0
"What did the Supreme Court decide regarding the charges for wear and tear, facility, and service?",1
Procedure to apply for jail.,0
What was the outcome of the Supreme Court's decision in Ajai alias Ajju etc. vs The State of Uttar Pradesh?,0
What is the purpose of the Metropolitan Planning Committee?,1
Who can suspend from office the Chairman or any other member of the Commission?,1
What was the Supreme Court's view on the High Court's order granting bail?,1
How many witnesses were to be examined in the cases against Devendra Kumar Saxena?,0
What was the High Court's stance on the Special Court's decision?,0
Are the rights guaranteed by the article according to the Constitution ever suspended?,1
What was the result of the trial court's inquiry into Satya Deo's age in the case of Satya Deo @ Bhoorey vs. State of Uttar Pradesh?,0
What principles did the Supreme Court emphasize regarding the evaluation of the merits of allegations at the initial stage?,1
What were the deficiencies pointed out during the inspection conducted on 3rd and 4th November 2016?,2
What did the High Court decide regarding the petition under Section 482 Cr.P.C. filed by Shankar and Vishal Singh?,1
What procedural objections did Karan Singh raise in his appeal?,0
What was the role of the independent witness in the case of State of Madhya Pradesh vs Harjeet Singh & Anr.?,0
What is the significance of the Supreme Court's decision in this case?,1
How did the Supreme Court rule on the issue of granting OTS benefits as a matter of right?,1
What was the Supreme Court's stance on the evidence used to convict Surendra Kumar and Ramveer?,0
What were the terms of the settlement agreement between M/s Gimpex Private Limited and ACL?,2
What happens if a Bill is returned to the Houses and is passed again?,1
What was the main legal issue in the case of Bir Wati & Ors. vs. Union of India & Anr.?,1
What was the response of the Calcutta High Court to the notification and withdrawal of prosecution?,1
"Which list and point includes contracts, including partnership, agency, contracts of carriage, and other special forms of contracts, but not including contracts relating to agricultural land?",2
Who did the Supreme Court appoint as the Sole Arbitrator?,1
What amendment was made in Paragraph 9 in its application to the States of Tripura and Mizoram?,1
What additional directions did the Supreme Court give in the case Hameed Kunju vs. Nazim?,1
What might be the implications of the Supreme Court's ruling on future cases involving similar charges?,0
How does Section 89 of the FSSA influence the outcome of cases involving both the FSSA and the PFA as seen in the case of Manik Hiru Jhangiani vs State of M.P.?,1
What directions did the Supreme Court give regarding the appellants' bail bonds?,0
Why did the Supreme Court find the High Court's reasoning contradictory?,1
Why did the Supreme Court find fault with the High Court's decision to grant bail?,0
What is the purpose of the authoritative text in the Hindi language?,1
What was the decision of the Supreme Court regarding Mohan Lal's appeal?,1
What did the Supreme Court conclude about the applicability of the Pension Rules to the respondents?,1
What were the main grounds for the appeal against the bail order?,0
What was the relationship between the victim and the complainant in this case?,0
What was the conclusion of the Committee of Advocates appointed by the High Court regarding the demolition?,1
goodbye,3
Under what conditions does an Act of the Legislature of the State of Mizoram not apply to an autonomous district or autonomous region in that State?,1
What was the date of the offence committed by Sanjay Patel in the case of Sanjay Patel & Anr. vs The State of Uttar Pradesh?,0
When does the readjustment of the total number of seats in the Legislative Assembly take effect?,1
What were the standby charges initially agreed upon between Tata Power Company Ltd. and Maharashtra State Electricity Board?,1
What directive did the Supreme Court issue to the High Court after setting aside its order?,1
How might the ruling in the case of Manik Hiru Jhangiani vs State of M.P. impact future prosecutions under the PFA?,1
What procedural principle did the Supreme Court highlight regarding the need for sanction under Section 197 of the CrPC?,0
What were the loan amounts extended to M/s. Mahaveer Construction by the Union Bank of India?,1
How did the Supreme Court plan to transition the responsibilities of the Supervisory Committee to the National Dam Safety Authority (NDSA)?,1
Rules regarding property 2024.,1
What was the prosecution's version of events on the night of 10th April 1995?,0
What actions did the Supreme Court propose to avoid future discrepancies in bail applications?,0
What was the primary legal issue in the case of M/S. Jermyn Capital LLC Dubai vs. Central Bureau of Investigation & Ors.?,0
"What is the distribution of the tax levied and collected by the Union under clause (2) of article 246A and article 269A, that has been used for payment of the tax levied by the Union under clause (1) of article 246A, and the amount apportioned to the Union under clause (1) of article 269A?",1
What was the Supreme Court's final decision regarding the summoning order and the criminal proceedings?,0
Does the amendment of any law lead to the dissolution of a Panchayat?,1
What did the Supreme Court say about the defense's argument regarding the inconsistencies in the witness testimonies?,0
How did the Supreme Court handle the evidence against the accused found playing cards?,0
What territory did Jammu and Kashmir comprise of before the commencement of this Constitution?,1
What does the Union regulate in terms of rivers and river valleys?,1
What were the charges against Sakharam in this case?,0
What was the primary contention of Jose Antonio Zalba Diez Del Corral regarding the safety of his children during the COVID-19 pandemic?,0
How did the High Court modify the Sessions Court's order?,0
What was Amazon's intention when entering into agreements with Future Coupons Private Limited?,2
Who can create a body to function as a Legislature for the Union territory?,1
What impact does the Supreme Court’s judgment have on Atbir’s eligibility for furlough?,1
What recourse was provided to the appellant regarding the withdrawal of the money?,1
When is the administrator not allowed to promulgate any Ordinance?,1
What was the High Court's decision regarding the trial court's judgment?,0
What was the decision of the Income Tax Appellate Tribunal (ITAT) regarding the foreign exchange fluctuation loss?,2
"What evidence did the sons of the deceased, PW-1 Vijay and PW-9, provide?",0
What rights are all persons equally entitled to with regard to religion?,1
What was the Supreme Court's directive regarding the payment to the claimants?,1
What is the punishment for incorporation in India?,2
Which act is designated as Central Act 46 of 1973?,2
What is the Kerala Land Reforms (Amendment) Act of 1969?,1
"What does land, that is to say, rights in or over land, land tenures including the relation of landlord and tenant, and the collection of rents; transfer and alienation of agricultural land; land improvement and agricultural loans; colonization refer to?",1
What was the initial verdict of the trial court regarding Soundarajan?,0
What is entry 27 about?,1
What happens if an elected member of a House joins a political party after being elected independently?,1
How can the board fill a casual vacancy if the term of office of the board is less than half of its original term?,1
"What were the allegations made against the respondent, Suresh, in this case?",0
"Who is responsible for the manufacture, supply, and distribution of salt, and the regulation and control of manufacture, supply, and distribution of salt by other agencies?",1
Why did the Supreme Court find the Tribunal's interference with the punishment inappropriate?,0
What evidence did the High Court rely on to conclude that an oral partition had taken place?,1
What was the Supreme Court's directive to the High Court regarding the appeal?,1
What was the primary ground for the appeals filed by Jadunath Singh?,0
"What happens to the rights, liabilities and obligations of the Government of any Indian State corresponding to a State specified in Part B of the First Schedule?",0
What did the Supreme Court decide regarding the costs imposed by the NCDRC?,1
What was the motive alleged by the prosecution in 'Malaichamy & Anr. vs. The State of Tamil Nadu'?,2
What services were provided by M/s Sepco Electric Power Construction Corporation to M/s Bharat Aluminium Co. Ltd. (BALCO)?,2
Who makes rules for the first constitution of District Councils and Regional Councils in autonomous districts or regions?,0
What were the initial charges against Sonu Kushwaha?,0
What conditions did the Supreme Court impose on the interim bail granted to Mohammed Zubair?,0
What was the Supreme Court's decision regarding the interest on the compensation amount?,1
Who is the appellant in this case and what is her relation to the crime?,0
What was the main legal issue in the case of Ritesh Sinha vs State of Uttar Pradesh & Anr.?,0
What was the Supreme Court's ruling on the High Court's judgment?,1
What might be the impact of the Supreme Court's decision on future wage disputes in newspaper establishments?,1
"Which article relates to taxes on professions, trades, callings and employments?",1
What can Parliament do according to Clause 7a?,1
What is the case Kale (Dead) Rep. Thr. LRs. vs. Union of India about?,1
What presumption did the Supreme Court make regarding Kamala and M.R. Mohan Kumar's relationship?,1
What directive did the High Court issue regarding the State's remission policy in 'The State of Haryana & Ors. vs. Raj Kumar @ Bittu'?,1
What were the criminal appeals filed by Ravi Sinha and others about?,1
What was Harish Chand's profession and his capability to provide maintenance?,1
What did the trial court conclude regarding the age of the prosecutrix and the consent?,0
"In the context of a constitution, where does the expression 'clause' occur?",1
What were the specific offences mentioned in the FIR against PACL and the accused?,0
What was the outcome of the appeals filed by K. Hymavathi?,1
What does point 4 of List III specify?,1
What procedural error did the appellant's counsel highlight regarding the High Court's conviction?,0
"What was the decision of the original authority regarding the refund application in the case Western Coalfields Ltd. vs. Commissioner of Central Excise, Trichy/Madurai?",0
What was the main issue addressed in the case of Asfaq vs State of Rajasthan and Others?,0
What injuries did Hansaram sustain during the incident?,0
"What are the sums required to meet expenditure charged upon the Consolidated Fund of India, and the sums required to meet other expenditure proposed to be made from the Consolidated Fund of India referred to in the annual financial statement?",1
What was the appellants' argument regarding their retirement dates?,1
What is the procedure for a member holding office as Chairman or Deputy Chairman of a Legislative Council to resign?,2
What were the main charges against Digamber Vaishnav and Girdhari Vaishnav in the case of Digamber Vaishnav & Anr. vs State of Chhattisgarh?,0
What was the main issue in the case of M/S Hero Motocorp Ltd. Vs. Union of India & Ors.?,2
What was the primary legal issue in the case of Nasiruddin & Anr. vs. The State of Uttar Pradesh?,1
Who holds the responsibility for making adaptations and modifications in the new District Council in Mizoram?,1
How did the Supreme Court rule regarding the conflict between the earlier MODVAT rules and the CENVAT Credit Rules of 2002?,1
"Who constitutes the Finance Commission and what are its responsibilities regarding the financial position of the Panchayats and the distribution of the net proceeds of the taxes, duties, tolls and fees leviable by the State?",1
What were the sentences imposed on Maheshwari Yadav and Mannu Yadav?,0
What was the nature of the offence committed by the appellants in 'Ramgopal & Anr. vs. The State of Madhya Pradesh'?,0
What were the specific WhatsApp status messages posted by Javed Ahmad Hajam that led to the FIR in the case of Javed Ahmad Hajam vs. State of Maharashtra & Anr.?,1
What did the High Court decide in the appeals filed in the case of Arvind Kumar @ Nemichand & Ors. vs. State of Rajasthan?,0
What is the implication of the court's decision on the liability of corporate guarantors under the Insolvency and Bankruptcy Code?,2
"What determines the date when the provisions of this article, in respect of goods and services tax referred to in clause (5) of article 279A, take effect?",1
What were the charges against Suresh Thipmppa Shetty and Sadashiv Seena Salian?,0
Help me with employment laws.,2
What happens when there is a casual vacancy on the board?,1
What did the Supreme Court's decree include regarding the two wills (Exhibit A1 & B1)?,1
What was the Supreme Court's decision regarding the juvenile status of one of the appellants?,0
"Who should a Vice-President address his resignation letter to, if he decides to resign?",2
What was the High Court's ruling on the DNA test ordered by the Family Court?,1
Who has the authority to determine the tenure of the Advocate-General's office?,1
"What does the jurisdiction and law administered by existing High Courts include, along with the powers of the Judges in relation to the administration of justice?",1
What are the conditions for preventive detention for more than three months?,1
How did the Supreme Court of India rule on the appeal in the case Shakti Bhog Food Industries Ltd. vs. The Central Bank of India & Anr.?,1
"What does Ordinance No. 7 of 2017, mentioned in the case, provide for?",0
"What did Regulation 101 of The Intermediate Education Act, 1921, pertain to?",1
What were the initial charges framed against the accused by the trial court?,0
Who is responsible for administering an autonomous district until a District Council is constituted for it?,1
How might endowment authorities ensure compliance with statutory provisions in future land sales?,1
What was the Supreme Court's view on the applicability of Section 197 of the Cr.P.C. in this case?,1
What was the Supreme Court's final decision in 'Devi Lal & Babu Lal vs. State of Rajasthan'?,1
"What does the governance and administration carried out at a local, often village, level involve?",1
What was the basis for the High Court's decision in this case?,1
What might happen if the State fails to comply with the Supreme Court's directives regarding the preliminary enquiry report?,1
What did the Supreme Court decide regarding the period for which R. Thiyagarajan was entitled to deputation allowance?,1
What is the Lai District?,1
What was the basis of Gangadhar's conviction in the lower courts?,0
What is the case 'Future Coupons Private Limited & Ors. vs. Amazon.com NV Investment Holdings LLC & Ors.' about?,2
What was the primary legal issue in the case of Ayurved Vikas Mandal vs. State of Gujarat & Ors.?,1
What was the primary legal issue in the case Shiv Developers vs. Aksharay Developers & Ors.?,2
What was the decision of the Allahabad High Court regarding anticipatory bail for the accused?,0
What was the central question in the appeal of Swati Ulhas Kerkar and Ors. vs Sanjay Walavalkar and Ors.?,0
What argument did the IIT present against Soutrik Sarangi's eligibility for JEE (Advanced) 2021?,1
What precedent did the Supreme Court refer to in its judgement regarding the mandatory nature of the filing period for written statements?,1
What was the Supreme Court's decision regarding Subhash Kumar's relegation?,1
What instructions did the Supreme Court give regarding the further proceedings of the case?,0
My neighbor is involved in FIR.,0
What was the primary challenge in the writ petition filed by Haji Abdul Gani Khan & Anr. against the Union of India & Ors.?,1
What was the decision of the High Court regarding the existence of a concluded contract between KPTCL and JSW Energy Limited?,1
How does the Supreme Court's decision impact future election-related disputes in West Bengal?,1
What was the defence put forward by Ramanand regarding the injuries on his body?,0
What does public health and sanitation; hospitals and dispensaries entail?,1
What was the Supreme Court's decision on the applicability of the IPC to road traffic offences in the case 'The State of Arunachal Pradesh vs. Ramchandra Rabidas @ Ratan Rabidas & Anr.'?,0
What was the prosecution's case in the incident on 18th September 1998 in the case of Ashwani Kumar & Anr. vs The State of Punjab?,0
What prevents the board of a co-operative society from being superseded or kept under suspension?,1
What did the Supreme Court ultimately decide in the appeal filed by Alka Chandewar?,1
What is the time period within which the rules made by the Chairman or the Speaker of a House need to be presented before the House?,1
What was the main allegation against Ganesan in the case decided on 14th October 2020?,0
What were the injuries sustained by Erudhaya Priya in the accident?,1
What was the primary legal issue in the case of JYOTI JAISWAL vs. NEERAJ KUMAR GUPTA?,1
What were the main arguments of the State of Gujarat against the High Court's decision to grant bail?,0
What was the role of Shiv Charan Bansal in the conspiracy to murder S.N. Gupta?,0
What was the significance of the market parlance test in this case?,1
How did the High Court rule on the appeal filed by the plaintiff against the trial court's decision?,1
What might be the impact of this Supreme Court decision on future faculty appointments in universities?,1
What was the main issue in the case of Union of India & Ors. vs. V.R. Nanukuttan Nair decided on 7th November 2019?,1
What are offences against the law of nations committed on land or the high seas or in the air classified as?,1
Under what conditions will a Proclamation continue in force for a further period?,1
What impact could the Supreme Court's decision have on future cases involving repealed statutes and revisional powers?,1
"What does it mean for a person to have held a judicial office in the territory of India, considering their professional history?",1
"Is the Speaker or Chairman, or person acting as such, allowed to vote in the first instance?",0
"What does the Sixth Schedule to the Constitution (Amendment) Act, 1988, state about the share of royalties made over to a District Council in the States of Tripura and Mizoram?",1
What did the State Medical Board conclude about the appellant's disability?,1
What are the broader implications of this judgment for the application of Article 226 of the Constitution in financial matters?,1
What was Pyare Lal convicted for?,0
What procedural objections did Aureliano Fernandes raise during the inquiry process?,0
What was the Supreme Court's view on the High Court's interpretation of ITB clauses 28.1 and 42.5?,1
What are the main cases relied upon by the appellants' counsel in the Jigar @ Jimmy Pravinchandra Adatiya case?,1
"Who has the power to order the Governor of Nagaland to cease having special responsibility for law and order, and under what circumstances?",1
"What was the Supreme Court's decision regarding the applicability of Section 5 of the Limitation Act to appeals under Section 30 of the Act, 1993?",1
What does not apply to the State of Mizoram unless the Legislative Assembly of the State of Mizoram decides?,1
What restrictions are placed on a person after holding office as a permanent judge of a High Court in India?,1
"When will the provisions of the Constitution relating to the reservation of seats for the Scheduled Castes and the Scheduled Tribes, and the representation of the Anglo-Indian community by nomination, cease to have effect?",1
"What is the provision for the extinguishment or modification of any rights accruing by virtue of any agreement, lease or licence for the purpose of searching for, or winning, any mineral or mineral oil?",1
What was the Supreme Court's decision regarding the convictions under Section 302 IPC?,0
What happens if a question arises as to whether a member of a Panchayat has become subject to any of the disqualifications?,1
